1,1,13116,120810458,2,1,2,1
2,1,120819209,121484236,2,1,1,0
3,1,142535439,145055290,2,1,2,1
4,1,145056801,145287532,2,1,3,1
5,1,145292538,205239779,2,1,2,1
6,1,205242901,205263304,2,1,3,1
7,1,205264536,249239902,2,1,2,1
8,2,10587,109266347,2,1,2,1
9,2,109267629,110784377,2,1,2,0
10,2,110785634,243187487,2,1,2,1
11,3,60197,197908615,2,1,2,1
12,4,11961,49097206,2,1,2,1
13,4,49098779,49162809,2,1,3,1
14,4,49163992,189068929,2,1,2,1
15,4,189070088,189080833,2,1,1,0
16,4,189081873,191043877,2,1,2,1
17,5,11882,180790901,2,1,2,1
18,6,100116,100116,2,1,2,0
19,6,143500,171049557,2,1,1,0
20,7,24220,99220083,2,1,3,1
21,7,99222379,99269397,2,1,2,1
22,7,99270539,159127076,2,1,3,1
23,8,11774,2334709,2,1,2,1
24,8,2335919,2584248,2,1,2,0
25,8,2585648,146303788,2,1,2,1
26,9,10469,141146683,2,1,2,1
27,10,60969,38773338,2,1,2,1
28,10,38774359,38894085,2,1,3,1
29,10,38895537,47746205,2,1,2,1
30,10,47747388,48039150,2,1,3,1
31,10,48041579,135524334,2,1,2,1
32,11,87268,206089,2,1,3,1
33,11,207275,134946318,2,1,2,1
34,12,68657,133841262,2,1,2,1
35,13,19020095,115108598,2,1,2,1
36,14,19000060,107288870,2,1,2,1
37,15,20000538,20511634,2,1,2,1
38,15,20513011,22711216,2,1,1,0
39,15,22748962,102520794,2,1,2,1
40,16,60291,32366636,2,1,2,1
41,16,32371448,32898296,2,1,3,1
42,16,32902625,33443216,2,1,2,1
43,16,33445079,33642604,2,1,2,0
44,16,33649534,35280096,2,1,2,1
45,16,46387351,46425085,2,1,3,1
46,16,46426086,90292766,2,1,2,1
47,17,828,81185372,2,1,2,1
48,18,16444,78017073,2,1,2,1
49,19,226776,59118779,2,1,2,1
50,20,61098,62962869,2,1,2,1
51,21,9411410,10482949,2,1,2,1
52,21,10485042,11107451,2,1,3,1
53,21,11108574,48119634,2,1,2,1
54,22,16051249,16212250,2,1,1,0
55,22,16215888,16683487,2,1,2,1
56,22,16687476,16862889,2,1,3,1
57,22,16864090,51240820,2,1,2,1
58,X,2699555,154929412,2,1,2,1
